# This file contains links between UNL UWs and Hindi Wordnet
# UW	Relation	POS	Words(weight)	SynsetID
#
affluent(icl>branch>thing,equ>feeder)	Hypernymy	n	1(2),2(2),3(2)	39336
afforestation(icl>conversion>thing)	Direct	n	1(2)	36211
affray(icl>quarrel>thing)	Direct	n	7(2)	4139
affright(icl>fear>thing,equ>panic)	Direct	n	1(2)	3366
affright(icl>stimulate>do,equ>frighten,agt>thing,obj>thing)	Direct	v	1(4),2(4)	11390
affront(icl>discourtesy>thing,equ>insult)	Direct	n	2(4),1(5)	44
affront(icl>hurt>do,equ>diss,agt>thing,obj>thing)	Direct	v	3(4),2(4)	589
afghan(icl>adj,equ>afghani,com>afghanistan)	Direct	a	6(2),6(2)	19578
afghan(icl>asian>person)	Direct	n	5(2)	13050
afghan(icl>blanket>functional_thing)	Direct	n	2(2)	28047
afghan(icl>iranian>abstract_thing,iof>language,equ>pashto)	Direct	n	4(4)	17768
afghani(icl>afghan_monetary_unit>abstract_thing)	Direct	n	3(2)	19577
afghanistan(iof>asian_country>thing)	Direct	n	3(2)	13049
afoot(icl>how)	Direct	adv	1(4)	6274
afresh(icl>how)	Direct	adv	(4)	35063
africa(iof>continent>thing)	Direct	n	3(4)	10886
african(icl>adj,com>africa)	Direct	a	2(4)	20015
african(icl>person)	Direct	n	2(2)	20014
african(icl>person)	Hypernymy	n	1(2),3(2),2(2)	20194
african(icl>person)	Hypernymy	n	1(2)	20343
african_country(icl>country>thing)	Direct	n	4(1)	20018
african_millet(icl>millet>thing,equ>finger_millet)	Direct	n	1(2)	12249
african_nation(icl>country>thing,equ>african_country)	Direct	n	4(1)	20018
after(icl>subsequently>how)	Direct	adv	1(6)	2813
afternoon(icl>day>thing)	Direct	n	1(4),2(4)	174
afters(icl>course>thing,equ>dessert)	Direct	n	3(4)	28490
again(icl>how)	Direct	adv	6(4),1(4),2(4),5(6),4(4),3(5)	2814
again_and_again(icl>how,equ>over_and_over)	Direct	adv	2(2),1(2)	11236
agate(icl>chalcedony>thing)	Direct	n	2(2)	14539
agate(icl>chalcedony>thing)	Direct	n	1(2)	4980
agave(icl>desert_plant>thing)	Direct	n	2(2)	23979
agaze(icl>adj)	Direct	a	1(2)	8294
age(icl>change>occur,equ>senesce,obj>living_thing)	Direct	v	1(2)	5765
age(icl>period>time,equ>era)	Direct	n	2(4),1(6)	4212
age(icl>period>time,equ>long_time)	Direct	n	4(2)	11250
age(icl>period>time,equ>long_time)	Direct	n	3(4)	27699
age(icl>state>abstract_thing,equ>old_age,aoj>thing)	Direct	n	1(2)	19015
age(icl>time_of_life>abstract_thing)	Direct	n	1(4)	3665
ageless(icl>adj)	Direct	a	1(4)	10172
ageless(icl>adj)	Direct	a	1(4)	10709
ageless(icl>adj)	Direct	a	6(4),15(4),3(4),1(4),2(4),1(4)	2319
agency(icl>administrative_unit>thing)	Hypernymy	n	3(2),2(2),1(2)	35749
agency(icl>administrative_unit>thing)	Hypernymy	n	2(2),1(2),3(2),3(2)	36341
agency(icl>business>thing)	Direct	n	2(2)	34682
agency(icl>implementation>thing,equ>means)	Hypernymy	n	1(2),2(2)	36205
agency(icl>implementation>thing,equ>means)	Direct	n	1(4)	839
agency(icl>state>thing,equ>representation)	Direct	n	1(2)	23283
agenda(icl>list>thing)	Direct	n	2(2),2(2),1(2),1(2),3(2),3(2)	10658
agent(icl>representative>thing)	Direct	n	1(4)	10391
agglomerate(icl>collection>thing,equ>pile)	Hypernymy	n	2(2),1(2),3(2)	16695
aggregation(icl>grouping>thing,equ>collection)	Direct	n	1(4)	13857
aggregation(icl>grouping>thing,equ>collection)	Direct	n	1(4)	7247
aggress(icl>act>do,equ>attack,agt>volitional_thing,obj>thing)	Direct	v	1(4)	35608
aggression(icl>hostility>thing)	Direct	n	1(4)	34228
aggressive(icl>adj)	Direct	a	2(4)	3300
aggressive(icl>adj)	Direct	a	1(2)	3301
aggrieve(icl>afflict>do,equ>grieve,agt>thing,obj>thing)	Direct	v	2(2)	16355
aghan(icl>hindu_calendar_month>thing)	Direct	n	2(2)	8482
agility(icl>gracefulness>thing)	Direct	n	1(4)	3796
agitate(icl>advertise>do,equ>crusade,agt>thing,obj>thing)	Direct	v	1(2)	34611
agitate(icl>disturb>do,agt>thing,obj>thing)	Direct	v	2(2)	3129
agitate(icl>move>do,agt>thing,obj>thing)	Direct	v	1(2)	8822
agitation(icl>feeling>thing,ant>calmness)	Direct	n	1(2)	28619
agitation(icl>psychological_state>thing)	Direct	n	5(4)	3239
agitation(icl>psychological_state>thing)	Direct	n	1(4)	3823
agni(iof>hindu_deity>thing)	Direct	n	2(2)	26468
agnostic(icl>adj,com>agnostic)	Direct	a	1(2)	27198
agnostic(icl>religious_person>thing)	Direct	n	1(2)	27196
agnosticism(icl>unbelief>thing)	Direct	n	1(4)	15054
ago(icl>how)	Direct	adv	1(4)	6769
agony(icl>suffering>thing)	Hypernymy	n	4(4)	15420
agony(icl>suffering>thing)	Hypernymy	n	2(2),1(2)	2737
agra(iof>city>thing)	Direct	n	2(2)	18470
agreed(icl>adj)	Direct	a	4(2)	13246
agreement(icl>harmony>thing,ant>disagreement)	Direct	n	6(4),1(4)	551
agreement(icl>planning>thing)	Direct	n	(2)	5773
agricultural_laborer(icl>laborer>thing)	Direct	n	2(2),2(2)	10545
agronomist(icl>expert>thing)	Direct	n	2(2),1(2)	24080
agronomy(icl>science>thing)	Direct	n	1(4)	4745
ague(icl>symptom>thing)	Direct	n	(4)	32642
ahead(icl>how)	Direct	adv	1(5)	2367
ahead(icl>how,ant>back)	Direct	adv	1(4)	3640
ahead_of_time(icl>how,equ>early,ant>late)	Direct	adv	1(2)	19209
ahimsa(icl>religious_doctrine>thing)	Direct	n	1(4)	3275
aid(icl>support>do,agt>thing,ben>thing,asp>thing)	Direct	v	1(4)	29169
aided(icl>adj,ant>unassisted,equ>assisted)	Direct	a	2(2)	21513
aids(icl>immunodeficiency>thing)	Direct	n	1(4)	24095
ail(icl>hurt>do,equ>afflict,agt>thing,obj>thing)	Hypernymy	v	1(2),2(2)	12519
ailanthus(icl>angiospermous_tree>thing)	Hypernymy	n	1(2)	32671
ailing(icl>adj)	Direct	a	3(4),2(6),5(4),1(4)	2847
aim(icl>goal>thing)	Direct	n	1(4)	13612
aim(icl>goal>thing)	Direct	n	2(4),1(4)	3231
aim(icl>steering>thing)	Direct	n	1(2)	13608
aimless(icl>adj)	Direct	a	1(2)	1226
air(icl>gas>matter)	Direct	n	3(6),2(7),8(4),1(6)	3624
air(icl>travel>abstract_thing,equ>air_travel)	Direct	n	2(4)	8557
air-conditioned(icl>adj)	Direct	a	1(4)	11259
air_attack(icl>foray>thing,equ>air_raid)	Direct	n	3(2)	1564
air_base(icl>base>thing)	Direct	n	2(2)	36646
air_conditioner(icl>cooling_system>thing)	Direct	n	3(2),3(2)	11258
air_pollution(icl>pollution>thing)	Direct	n	1(4)	34960
air_potato(icl>yam>thing)	Direct	n	1(2)	20200
air_raid(icl>foray>thing)	Direct	n	3(2)	1564
air_sac(icl>sac>thing)	Direct	n	2(2),1(2)	1538
air_station(icl>base>thing,equ>air_base)	Direct	n	2(2)	36646
aircraft(icl>craft>thing)	Hypernymy	n	3(2),2(2),1(2)	34078
aircraft(icl>craft>thing)	Hypernymy	n	2(2),3(2),1(2)	569
airdock(icl>structure>thing)	Direct	n	2(2)	1534
airfield(icl>facility>thing)	Direct	n	1(2),2(2)	1535
airforce(icl>military_service>thing,equ>air_force)	Direct	n	1(4),2(4)	1222
airline(icl>line>thing)	Direct	n	3(2)	28125
airplane(icl>functional_thing)	Direct	n	6(2)	5552
airway(icl>line>thing,equ>airline)	Direct	n	3(2)	28125
airway(icl>path>thing,equ>air_lane)	Direct	n	2(2),1(2)	28002
airy(icl>adj,equ>aired)	Direct	a	1(5)	7704
aisle(icl>passageway>thing)	Direct	n	2(2),3(2),1(2)	4876
akmola(iof>capital>thing,equ>astana)	Direct	n	2(2)	24418
al-qaeda(iof>terrorist_organization>thing)	Direct	n	4(0),4(0),4(0),5(0),5(0),5(0),6(0),6(0),6(0)	30687
ala(icl>process>thing)	Hypernymy	n	2(2),1(2),3(2),3(2)	990
alarm(icl>clock>thing,equ>alarm_clock)	Direct	n	2(2),1(2)	31194
alarmed(icl>adj)	Direct	a	4(2)	10204
alaska(iof>american_state>thing)	Direct	n	1(2)	34870
albania(iof>balkan_country>thing)	Direct	n	3(4)	19168
albanian(icl>adj,com>albania)	Direct	a	3(2)	19465
albanian(icl>european>person)	Direct	n	3(2)	19169
albanian(icl>indo-european>abstract_thing,iof>language)	Direct	n	2(2)	19170
albizia_lebbeck(icl>albizzia>thing,equ>siris)	Direct	n	2(2)	8148
albizzia(icl>tree>thing)	Hypernymy	n	1(2),1(2)	18046
albizzia_lebbeck(icl>albizzia>thing,equ>siris)	Direct	n	2(2)	8148
album(icl>book>thing)	Direct	n	2(4)	27988
album(icl>medium>thing)	Direct	n	1(2)	27986
alchemist(icl>intellectual>thing)	Direct	n	1(2)	14525
alchemy(icl>pseudoscience>thing)	Direct	n	1(4)	7805
alcohol(icl>liquid>thing)	Direct	n	1(4)	23985
alcoholic(icl>adj)	Direct	a	3(2)	12862
alcoholic(icl>adj,ant>nonalcoholic)	Direct	a	1(4)	4946
alcoholism(icl>drug_addiction>thing)	Direct	n	1(2)	19937
alert(icl>adj,ant>unalert)	Direct	a	3(4),6(4),2(4)	2596
alexander(iof>conqueror>person)	Direct	n	1(4)	22577
alexandria(iof>city>thing)	Direct	n	1(2)	35329
alexandrian_laurel(icl>poon>thing)	Direct	n	6(2)	15879
alfalfa(icl>fodder>thing)	Direct	n	1(2)	28233
alfresco(icl>how,equ>outside,ant>inside)	Direct	adv	1(2)	7264
algae(icl>protoctist>thing,equ>alga)	Direct	n	1(2),1(2)	10118
algebra(icl>pure_mathematics>thing)	Direct	n	1(7)	312
algeria(iof>african_country>thing)	Direct	n	2(2),2(2)	20021
algerian(icl>adj,com>algeria)	Direct	a	2(2)	20023
algerian(icl>african>person)	Direct	n	2(2)	20022
algiers(iof>national_capital>thing)	Direct	n	(4)	23919
ali(iof>caliph>thing)	Direct	n	3(2)	37713
alibi(icl>defense>thing,equ>excuse)	Direct	n	1(4)	7201
alien(icl>intruder>thing,equ>stranger)	Direct	n	1(2)	14995
alien(icl>intruder>thing,equ>stranger)	Direct	n	(2)	22350
alien(icl>traveler>thing,equ>foreigner)	Direct	n	2(4),1(4)	7853
alienation(icl>dislike>thing)	Direct	n	1(2)	16359
alight(icl>descend>do,plt>thing,plf>thing,agt>animal)	Direct	v	1(4)	11179
alignment(icl>meeting>thing,equ>conjunction)	Direct	n	2(2)	7762
aliment(icl>food>thing,equ>nutriment)	Direct	n	(2)	6723
alimentary(icl>adj)	Direct	a	3(2),3(2)	6930
alimentary_canal(icl>duct>thing)	Direct	n	3(2),1(2)	21784
alimentary_tract(icl>duct>thing,equ>alimentary_canal)	Direct	n	3(2),1(2)	21784
alimentation(icl>food>thing,equ>nutriment)	Direct	n	(2)	6723
alkali(icl>compound>thing,equ>base)	Direct	n	1(2)	2125
alkali(icl>compound>thing,equ>base)	Hypernymy	n	3(2),2(2),1(2)	39126
alkaline(icl>adj,ant>amphoteric)	Direct	a	1(4)	13630
alkaloid(icl>organic_compound>thing)	Direct	n	1(2)	14270
all-encompassing(icl>adj,equ>across-the-board)	Direct	a	1(4)	14640
all-encompassing(icl>adj,equ>across-the-board)	Direct	a	1(4)	895
all-powerful(icl>adj,equ>almighty)	Direct	a	2(2)	10199
all_day_long(icl>how,equ>daylong)	Direct	adv	1(2)	9105
all_over(icl>how,equ>everywhere)	Direct	adv	5(4),8(4)	929
all_told(icl>how,equ>altogether)	Direct	adv	1(2),3(2)	11113
allah(iof>god>person)	Direct	n	1(4)	1155
allegation(icl>claim>thing)	Direct	n	1(2)	10394
allegiance(icl>cooperation>thing,equ>commitment)	Direct	n	1(4)	35472
alleviation(icl>comfort>thing,equ>relief)	Direct	n	1(4)	3536
alleviation(icl>decrease>thing,equ>easing)	Hypernymy	n	3(2),8(2),1(2)	34393
alley(icl>street>thing)	Direct	n	2(4),1(4)	4875
alleyway(icl>street>thing,equ>alley)	Direct	n	2(4),1(4)	4875
alliance(icl>coalition>thing)	Direct	n	3(6)	4127
alliance(icl>organization>thing)	Direct	n	1(2)	12386
allies(icl>alliance>thing)	Direct	n	3(2)	38983
alligator(icl>crocodilian_reptile>thing)	Direct	n	1(4)	34360
alligator(icl>crocodilian_reptile>thing)	Hypernymy	n	1(2),2(2),3(2)	6402
alliteration(icl>rhyme>thing)	Direct	n	1(4)	3593
allocation(icl>distribution>thing,equ>allotment)	Direct	n	2(2)	13650
allocator(icl>authority>thing)	Direct	n	(2)	11684
allopathy(icl>medical_care>thing,ant>homeopathy)	Direct	n	1(2)	20565
allotment(icl>distribution>thing)	Direct	n	2(2)	13650
allow(icl>do,equ>let_have,agt>volitional_thing,obj>thing,ben>thing)	Direct	v	4(4)	7596
allow(icl>give>do,equ>provide,obj>thing,pur>thing)	Direct	v	2(2)	27554
allowance(icl>share>thing)	Hypernymy	n	2(2)	38271
allowance(icl>share>thing)	Direct	n	3(2)	7905
alloy(icl>mixture>thing)	Direct	n	2(4),(4)	3122
alluvial(icl>adj,com>alluvium)	Direct	a	1(2)	1127
alluvial_soil(icl>soil>thing)	Direct	n	2(2)	27709
alluvion(icl>geological_phenomenon>thing,equ>flood)	Direct	n	2(2)	3869
almond(icl>almond_tree>thing)	Direct	n	1(5)	7239
almond(icl>edible_nut>thing)	Hypernymy	n	1(2)	34230
almond(icl>edible_nut>thing)	Direct	n	1(5)	7171
almond_tree(icl>fruit_tree>thing)	Hypernymy	n	1(2),2(2),3(2)	17123
aloe(icl>succulent>thing)	Direct	n	3(2)	22556
aloes(icl>purgative>thing)	Direct	n	1(2)	22593
alone(icl>how)	Direct	adv	1(3)	14619
along(icl>how)	Direct	adv	2(2)	10187
aloofness(icl>indifference>thing,equ>distance)	Direct	n	1(2)	36307
aloofness(icl>indifference>thing,equ>distance)	Direct	n	1(4)	9145
alp(icl>mountain>thing)	Direct	n	2(2)	1237
alpaca(icl>llama>thing)	Direct	n	1(2)	20868
alphabet(icl>character_set>thing)	Direct	n	1(7)	2323
alps(iof>range>thing)	Direct	n	2(2)	25711
already(icl>how,ant>not_yet)	Direct	adv	2(4),1(4)	34714
also(icl>how,equ>besides)	Direct	adv	1(6)	28094
alstonia_scholaris(icl>tree>thing,equ>dita)	Direct	n	2(2)	18373
alter(icl>cause>do,obj>thing)	Direct	v	(2),2(2)	11960
alter(icl>change>occur,obj>thing)	Direct	v	1(5)	7121
alteration(icl>change>event,obj>thing)	Direct	n	2(4),1(5)	2913
altercate(icl>argue>do,equ>quarrel,agt>volitional_thing,cag>thing)	Direct	v	6(3)	7892
altered(icl>adj,equ>adapted)	Direct	a	1(4)	17362
alternative(icl>decision_making>thing,equ>option)	Direct	n	1(5)	5203
altitude(icl>distance>thing)	Direct	n	1(2)	33106
altitude(icl>elevation>thing)	Direct	n	1(4),2(5),3(4)	26951
altogether(icl>how)	Direct	adv	1(2),3(2)	11113
altruism(icl>unselfishness>thing,ant>egoism)	Direct	n	1(4)	9326
altruist(icl>donor>thing,equ>philanthropist)	Direct	n	2(2)	18710
alula(icl>feather>thing,equ>bastard_wing)	Direct	n	1(2)	12076
alum(icl>astringent>thing)	Direct	n	1(3)	9535
alum(icl>scholar>thing,equ>alumnus)	Direct	n	1(2)	26436
alum(icl>scholar>thing,equ>alumnus)	Direct	n	2(4),1(4)	8389
aluminium(icl>metallic_element>thing,equ>aluminum)	Direct	n	(2),(2)	31245
aluminium(icl>metallic_element>thing,equ>aluminum)	Direct	n	1(2),1(2)	36415
alumnus(icl>scholar>thing)	Direct	n	2(4),2(4),1(4),1(4)	8389
alzheimer's(icl>presenile_dementia>thing,equ>alzheimer's_disease)	Direct	n	(4)	36010
alzheimer's_disease(icl>presenile_dementia>thing)	Direct	n	3(2)	36010
alzheimers(icl>presenile_dementia>thing,equ>alzheimer's_disease)	Direct	n	(4)	36010
am(icl>master's_degree>thing,equ>master_of_arts)	Direct	n	1(2)	37703
amaranth(icl>grain>thing)	Direct	n	3(2)	34316
amaranthus_cruentus(icl>amaranth>thing,equ>prince's-feather)	Direct	n	3(2)	34317
amaranthus_hybridus_erythrostachys(icl>amaranth>thing,equ>prince's-feather)	Direct	n	3(2)	34317
amaranthus_hybridus_hypochondriacus(icl>amaranth>thing,equ>prince's-feather)	Direct	n	3(2)	34317
amateur(icl>adj)	Direct	a	1(2)	12312
amateur(icl>adj)	Direct	a	1(4)	27117
amateur(icl>athlete>thing,ant>professional)	Direct	n	1(2)	27119
amateur(icl>person>thing)	Direct	n	3(2)	27118
amaze(icl>surprise>occur,obj>volitional_thing,met>thing)	Direct	v	3(2)	11253
amazed(icl>adj)	Direct	a	8(4)	5089
amazon(iof>river>thing)	Direct	n	2(2)	24450
ambassador(icl>diplomat>thing)	Direct	n	1(5)	6211
amber(icl>natural_resin>thing)	Direct	n	2(5),1(4)	28151
ambition(icl>desire>thing)	Direct	n	1(4)	1826
ambitious(icl>adj,ant>unambitious)	Direct	a	1(4)	1463
amboyna(icl>tree>thing,equ>padauk)	Direct	n	1(2)	17823
ambrosia(icl>dainty>thing)	Direct	n	1(4),3(4)	3170
ambulance(icl>car>thing)	Direct	n	(2)	10561
ambuscade(icl>wait>do,equ>ambush,agt>thing,obj>thing)	Direct	v	2(2)	5354
ambush(icl>surprise_attack>thing)	Direct	n	2(5),1(4)	11975
ameliorate(icl>change>do,equ>better,agt>thing,obj>thing)	Direct	v	1(4)	10144
amendment(icl>statement>thing)	Direct	n	1(2)	39101
amenities(icl>support>thing,equ>comforts)	Direct	n	3(2),1(2)	38907
amercement(icl>penalty>thing,equ>fine)	Direct	n	1(4),4(4)	3500
america(iof>land>thing)	Direct	n	2(2)	10832
american(icl>inhabitant>person)	Direct	n	3(4)	13406
american_samoa(iof>district>thing)	Direct	n	1(2),1(2),1(2)	27097
americium(icl>metallic_element>thing)	Direct	n	2(2)	27248
amharic(icl>adj,com>amharic)	Direct	a	1(2)	20116
amharic(icl>semitic>thing)	Direct	n	(4)	20115
amiability(icl>friendliness>thing,equ>affability)	Direct	n	(2)	9801
amiable(icl>adj,equ>affable)	Direct	a	2(2)	1168
amino_acid(icl>organic_compound>thing)	Direct	n	1(2)	27210
aminoalkanoic_acid(icl>organic_compound>thing,equ>amino_acid)	Direct	n	1(2)	27210
amman(iof>national_capital>thing)	Direct	n	3(2)	24132
ammonia(icl>binary_compound>thing)	Direct	n	1(4)	37042
ammonium_chloride(icl>salt>thing)	Direct	n	6(2)	9312
ammunition(icl>material>thing)	Direct	n	2(4)	15557
amnesia(icl>cognitive_state>thing)	Direct	n	3(5)	7444
amoeba(icl>rhizopod>thing,equ>ameba)	Direct	n	1(4)	416
amorphophallus_campanulatus(icl>arum>thing,equ>pungapung)	Direct	n	2(2)	19568
amorphophallus_paeonifolius(icl>arum>thing,equ>pungapung)	Direct	n	2(2)	19568
amount(icl>abstraction>thing,equ>measure)	Direct	n	2(4),4(4),1(4)	11339
amount(icl>abstraction>thing,equ>measure)	Direct	n	3(4)	1885
amount(icl>abstraction>thing,equ>measure)	Hypernymy	n	2(2),1(2)	1943
amount(icl>abstraction>thing,equ>measure)	Hypernymy	n	2(2),1(2)	35713
amount(icl>assets>thing,equ>sum)	Direct	n	5(6)	1079
amount(icl>magnitude>thing)	Direct	n	2(4),1(6)	846
amount(icl>quantity>thing,equ>sum)	Direct	n	2(4)	705
ampere(icl>current_unit>thing)	Direct	n	(4),(6)	27062
amphibian(icl>adj,equ>amphibious,com>amphibia)	Direct	a	1(2)	112
amphibian(icl>airplane>thing)	Direct	n	1(2)	39266
amphibian(icl>motor_vehicle>thing)	Direct	n	1(2)	39267
amphibian(icl>vertebrate>thing)	Direct	n	1(2)	28243
amphibian_family(icl>family>thing)	Direct	n	1(2)	28352
amphibious(icl>adj,com>amphibia)	Direct	a	1(2)	112
ampoule(icl>bottle>thing,equ>phial)	Direct	n	1(2),1(2),1(2)	28310
amputation(icl>operation>thing)	Direct	n	3(2)	1975
amsterdam(iof>national_capital>thing)	Direct	n	2(2)	24150
amuse(icl>entertain>be,obj>volitional_thing,aoj>thing,man>uw)	Direct	v	2(4)	4718
amused(icl>adj)	Direct	a	2(2)	4712
amusement(icl>diversion>thing,equ>entertainment)	Direct	n	14(5),3(4)	3424
an(icl>associate_degree>thing,equ>associate_in_nursing)	Direct	n	2(2)	27700
anabolism(icl>assimilation>thing,ant>catabolism)	Direct	n	1(2)	12686
anaemia(icl>blood_disease>thing,equ>anemia)	Direct	n	5(4),5(4),1(4),1(4)	19250
anaemic(icl>adj,equ>anemic,com>anemia)	Direct	a	1(4),1(4)	27219
anaerobic_exercise(icl>exercise>thing,equ>bodybuilding)	Direct	n	2(2)	35936
anaesthesia(icl>physiological_state>thing,equ>anesthesia)	Direct	n	3(4),3(4)	34965
anagallis_arvensis(icl>pimpernel>thing,equ>scarlet_pimpernel)	Direct	n	2(2)	18355
analgesic(icl>medicine>thing)	Direct	n	2(4)	36614
analog_computer(icl>computer>thing)	Direct	n	1(2),1(2)	29548
ananas(icl>edible_fruit>thing,equ>pineapple)	Direct	n	1(4)	16237
anarchical(icl>adj,equ>anarchic)	Direct	a	1(6),1(6)	12622
anarchy(icl>disorder>thing)	Direct	n	1(4)	2988
anarchy(icl>disorder>thing)	Direct	n	1(6)	30737
anas(icl>bird_genus>thing)	Direct	n	8(2)	4437
anathemize(icl>raise>do,equ>curse,agt>thing,obj>thing)	Direct	v	1(4),1(4)	11522
anathemize(icl>raise>do,equ>curse,agt>thing,obj>thing)	Direct	v	1(4),1(4)	17821
ancestor(icl>relative>thing,ant>descendant)	Direct	n	3(4),1(5)	2363
ancestral(icl>adj)	Direct	a	1(4)	6924
anchor(icl>hook>thing)	Direct	n	1(5)	2880
anchor(icl>television_reporter>thing)	Direct	n	3(2),3(2)	36667
anchorage(icl>area>thing)	Direct	n	2(2),1(2)	14563
ancient(icl>adj)	Direct	a	3(4),4(4),1(4)	1661
ancient(icl>person>thing)	Direct	n	1(2)	27120
andes(iof>range>thing)	Direct	n	2(2)	26538
andhra_pradesh(iof>state>thing)	Direct	n	2(2)	4769
andorra(iof>european_country>thing)	Direct	n	1(2)	19471
andorran(icl>adj,com>andorra)	Direct	a	3(2)	19474
andorran(icl>european>thing)	Direct	n	3(2)	19472
andropogon(icl>monocot_genus>thing)	Direct	n	3(2)	18526
anethum_graveolens(icl>herb>thing,equ>dill)	Direct	n	3(2)	26398
anew(icl>how,equ>afresh)	Direct	adv	(4)	35063
angel(icl>good_person>thing,equ>saint)	Direct	n	1(2)	7560
angel(icl>spiritual_being>thing)	Direct	n	2(5)	37502
anger(icl>be,aoj>person)	Hypernymy	v	2(2),3(2)	35821
anger(icl>be,aoj>person)	Direct	v	1(2)	4858
anger(icl>cause>do,agt>thing,obj>volitional_thing)	Direct	v	3(2)	9033
anger(icl>emotion>thing)	Direct	n	4(4),1(4),2(4),5(4)	2817
anger(icl>emotion>thing)	Hypernymy	n	2(2),1(2)	35520
angioplasty(icl>operation>thing)	Direct	n	1(2)	36091
angiosperm(icl>spermatophyte>thing)	Direct	n	1(2)	37580
angiosperm(icl>spermatophyte>thing)	Hypernymy	n	1(2),3(2),2(2)	6001
angiospermous_tree(icl>tree>thing)	Direct	n	1(2)	20973
angle(icl>bend>occur,equ>lean,obj>thing)	Direct	v	1(2)	17552
angle(icl>bend>occur,equ>lean,obj>thing)	Direct	v	1(2)	5614
angle(icl>space>thing)	Direct	n	1(5)	4591
angled_loofah(icl>luffa>thing)	Direct	n	3(2)	9035
angler(icl>fisherman>thing)	Direct	n	2(2)	27240
angleworm(icl>oligochaete>thing,equ>earthworm)	Direct	n	1(2)	4446
anglicism(icl>custom>thing)	Direct	n	3(2)	14213
angola(iof>african_country>thing)	Direct	n	1(4)	20024
angolan(icl>adj,com>angola)	Direct	a	2(2)	20026
angolan(icl>african>person)	Direct	n	2(2)	20025
angstrom(icl>metric_linear_unit>thing)	Direct	n	(4)	27153
anguish(icl>distress>thing)	Direct	n	1(5),4(6),3(6)	4224
anguish(icl>upset>do,equ>pain,agt>thing,obj>thing)	Direct	v	3(2)	11747
anguished(icl>adj)	Direct	a	1(2)	12765
angular(icl>adj,ant>rounded)	Direct	a	2(2)	5996
angulate(icl>adj)	Direct	a	2(2)	5996
angulate(icl>adj,equ>angular,ant>rounded)	Direct	a	2(2)	5996
anil(icl>dye>thing)	Direct	n	1(4)	6562
animal(icl>organism>thing)	Hypernymy	n	1(2)	33242
animal(icl>organism>thing)	Hypernymy	n	1(2)	35967
animal(icl>organism>thing)	Hypernymy	n	3(2),2(2),1(2)	418
animal(icl>organism>thing)	Hypernymy	n	1(2),2(2),3(2)	4442
animal(icl>organism>thing)	Hypernymy	n	3(2),1(2),2(2)	7147
animal_disease(icl>disease>thing)	Direct	n	1(2)	14351
animal_disease(icl>disease>thing)	Hypernymy	n	1(2)	35317
animal_disease(icl>disease>thing)	Hypernymy	n	1(2)	38424
animal_group(icl>biological_group>thing)	Hypernymy	n	2(2),3(2),1(2)	13219
animal_group(icl>biological_group>thing)	Hypernymy	n	1(2)	15397
animal_group(icl>biological_group>thing)	Direct	n	2(2)	37652
animal_product(icl>animal_material>thing)	Direct	n	1(2)	2927
animal_tissue(icl>tissue>thing)	Direct	n	2(2)	390
animal_toxin(icl>toxin>thing)	Direct	n	1(2)	32105
animate_thing(icl>object>thing,equ>living_thing)	Hypernymy	n	1(2)	38997
animation(icl>being>thing)	Hypernymy	n	3(2),2(2),1(2)	35392
animation(icl>being>thing)	Direct	n	1(4)	5583
animation(icl>energizing>thing,equ>vivification)	Direct	n	1(4)	17545
anise(icl>flavorer>thing)	Direct	n	1(4)	7557
anise(icl>herb>thing)	Direct	n	1(4)	7555
aniseed(icl>flavorer>thing,equ>anise)	Direct	n	1(4)	7557
ankara(iof>national_capital>thing)	Direct	n	1(4)	24334
ankle(icl>gliding_joint>thing)	Direct	n	1(5)	8899
anklet(icl>bracelet>thing)	Hypernymy	n	1(2)	12542
anklet(icl>bracelet>thing)	Direct	n	3(2)	2156
